ID,B_fighter,Referee,date,location,Winner,title_bout,weight_class,no_of_rounds,B_current_lose_streak,B_current_win_streak,B_draw,B_avg_BODY_att,B_avg_BODY_landed,B_avg_CLINCH_att,B_avg_CLINCH_landed,B_avg_DISTANCE_att,B_avg_DISTANCE_landed,B_avg_GROUND_att,B_avg_GROUND_landed,B_avg_HEAD_att,B_avg_HEAD_landed,B_avg_KD,B_avg_LEG_att,B_avg_LEG_landed,B_avg_PASS,B_avg_REV,B_avg_SIG_STR_att,B_avg_SIG_STR_landed,B_avg_SIG_STR_pct,B_avg_SUB_ATT,B_avg_TD_att,B_avg_TD_landed,B_avg_TD_pct,B_avg_TOTAL_STR_att,B_avg_TOTAL_STR_landed,B_longest_win_streak,B_losses,B_avg_opp_BODY_att,B_avg_opp_BODY_landed,B_avg_opp_CLINCH_att,B_avg_opp_CLINCH_landed,B_avg_opp_DISTANCE_att,B_avg_opp_DISTANCE_landed,B_avg_opp_GROUND_att,B_avg_opp_GROUND_landed,B_avg_opp_HEAD_att,B_avg_opp_HEAD_landed,B_avg_opp_KD,B_avg_opp_LEG_att,B_avg_opp_LEG_landed,B_avg_opp_PASS,B_avg_opp_REV,B_avg_opp_SIG_STR_att,B_avg_opp_SIG_STR_landed,B_avg_opp_SIG_STR_pct,B_avg_opp_SUB_ATT,B_avg_opp_TD_att,B_avg_opp_TD_landed,B_avg_opp_TD_pct,B_avg_opp_TOTAL_STR_att,B_avg_opp_TOTAL_STR_landed,B_total_rounds_fought,B_total_time_fought(seconds),B_total_title_bouts,B_win_by_Decision_Majority,B_win_by_Decision_Split,B_win_by_Decision_Unanimous,B_win_by_KO/TKO,B_win_by_Submission,B_win_by_TKO_Doctor_Stoppage,B_wins,B_Stance,B_Height_cms,B_Reach_cms,B_Weight_lbs,B_age
1510,Chris Kelades,Mark Smith,4/23/2016,"Las Vegas, Nevada, USA",-1,FALSE,Flyweight,3,0,1,0,13,10.33333333,9.666666667,7.666666667,42,16.33333333,17,10.66666667,52,21.66666667,0,3.666666667,2.666666667,2.333333333,0.333333333,68.66666667,34.66666667,0.453333333,0.333333333,5,1,0.17,109.6666667,68.66666667,1,1,7,5.666666667,5.333333333,3.333333333,40,14.66666667,16.66666667,12.66666667,52,22,0,3,3,5,0.333333333,62,30.66666667,0.55,1.333333333,5.333333333,3.333333333,0.61,95.66666667,61,9,858.6666667,0,0,1,1,0,0,0,2,Orthodox,170.18,172.72,125,35
1511,Dominique Steele,Herb Dean,4/23/2016,"Las Vegas, Nevada, USA",-1,FALSE,Welterweight,3,0,1,0,2,1,7,4.5,9.5,4,15,10.5,29.5,18,0.5,0,0,0.5,0,31.5,19,0.795,0,2,2,0.5,58,43,1,1,7.5,5,21,10.5,15,6,0,0,28,11,0.5,0.5,0.5,0,0,36,16.5,0.455,0,1.5,0,0,56,34,4,335,0,0,0,0,1,0,0,1,Orthodox,177.8,187.96,170,28
1512,Juliana Lima,John McCarthy,4/23/2016,"Las Vegas, Nevada, USA",-1,FALSE,Women's Strawweight,3,0,2,0,7,5,9.333333333,7,42.33333333,14,10.66666667,5.666666667,42.33333333,12.66666667,0,13,9,0.333333333,0.333333333,62.33333333,26.66666667,0.446666667,0,7,1.666666667,0.44,117.3333333,74,2,1,19,12.33333333,11.33333333,7.333333333,70.66666667,19.66666667,0.666666667,0.333333333,60.66666667,13.66666667,0,3,1.333333333,0,0,82.66666667,27.33333333,0.383333333,0.666666667,1,0,0,104.3333333,46.66666667,9,900,0,0,0,2,0,0,0,2,Orthodox,165.1,165.1,115,34
1513,James Vick,Dan Miragliotta,4/23/2016,"Las Vegas, Nevada, USA",1,FALSE,Lightweight,3,0,4,0,9.75,5,3.5,2.75,93,29,0.25,0,80.5,22,0.25,6.5,4.75,0.25,0.5,96.75,31.75,0.25,0.5,0.5,0,0,101.25,36.25,4,0,11.25,4.75,6.5,3.25,79.5,26.25,0.5,0.5,68,19.75,0.5,7.25,5.5,0.5,0,86.5,30,0.205,0,3.75,1.5,0.35,89,32.25,8,537.75,0,0,0,2,0,2,0,4,Orthodox,190.5,193.04,155,29
1514,Cody East,Mark Smith,4/23/2016,"Las Vegas, Nevada, USA",-1,FALSE,Heavyweight,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,Orthodox,190.5,187.96,245,27
1515,Clint Hester,Dan Miragliotta,4/23/2016,"Las Vegas, Nevada, USA",-1,FALSE,Light Heavyweight,3,2,0,0,9,7,5.666666667,3.833333333,82,31.83333333,8,5.666666667,80.83333333,29.83333333,0.5,5.833333333,4.5,1,0.333333333,95.66666667,41.33333333,0.446666667,0,2.333333333,0.833333333,0.476666667,103.6666667,49.16666667,4,2,6.166666667,4.833333333,3,1.333333333,73,24.33333333,15.33333333,11.83333333,79.16666667,28.33333333,0.333333333,6,4.333333333,2.166666667,0.166666667,91.33333333,37.5,0.448333333,0,4.166666667,1.666666667,0.45,112.1666667,56.33333333,15,692.3333333,0,0,1,1,1,0,1,4,Orthodox,187.96,195.58,205,29
1516,Kevin Lee,Mark Smith,4/23/2016,"Las Vegas, Nevada, USA",1,FALSE,Lightweight,3,1,0,0,15.66666667,11.83333333,9.833333333,6.833333333,81.83333333,23.33333333,14.33333333,10.33333333,89.83333333,28.16666667,0,0.5,0.5,1.833333333,0.166666667,106,40.5,0.351666667,1,6,2.333333333,0.365,127.3333333,59,4,2,8.666666667,6,4,2,68,27.83333333,4.166666667,3.166666667,61.33333333,21.66666667,0.333333333,6.166666667,5.333333333,0.333333333,0,76.16666667,33,0.435,0.666666667,2.166666667,0.833333333,0.305,85.83333333,40.83333333,14,663.6666667,0,0,1,2,0,1,0,4,Orthodox,175.26,195.58,170,23
1517,Rashad Evans,Herb Dean,4/16/2016,"Tampa, Florida, USA",-1,FALSE,Light Heavyweight,5,1,0,0,6.052631579,3.789473684,9.263157895,5.421052632,53.94736842,15.47368421,12.15789474,7.315789474,66.73684211,22.36842105,0.210526316,2.578947368,2.052631579,1.894736842,0.052631579,75.36842105,28.21052632,0.382631579,0,5.894736842,2.631578947,0.377894737,92.42105263,43.31578947,5,5,12.26315789,7.736842105,13.42105263,7.789473684,73.36842105,21.94736842,1.368421053,1,69.47368421,18.26315789,0.210526316,6.421052632,4.736842105,0.263157895,0,88.15789474,30.73684211,0.336842105,0.526315789,2.315789474,0.736842105,0.235263158,101.5263158,43,54,808.1578947,4,1,4,3,6,0,0,14,Orthodox,182.88,190.5,205,36
1518,Tecia Torres,Dan Miragliotta,4/16/2016,"Tampa, Florida, USA",-1,FALSE,Women's Strawweight,3,0,3,0,25,15.33333333,14.33333333,9.666666667,117,55.33333333,5,3.333333333,103,46,0.333333333,8.333333333,7,2,0,136.3333333,68.33333333,0.483333333,0,5.666666667,1,0.386666667,178.6666667,103.3333333,3,0,18,9.666666667,9,6.333333333,96,23.66666667,1.333333333,1,78,12.66666667,0,10.33333333,8.666666667,0,0,106.3333333,31,0.303333333,0,1.333333333,0,0,131,52.33333333,9,900,0,0,0,3,0,0,0,3,Orthodox,154.94,152.4,115,26
1519,Darrell Horcher,James Warring,4/16/2016,"Tampa, Florida, USA",-1,FALSE,Catch Weight,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,Southpaw,177.8,177.8,155,28
1520,Hacran Dias,Herb Dean,4/16/2016,"Tampa, Florida, USA",-1,FALSE,Featherweight,3,0,2,0,5.8,4.2,4.8,3.8,46.8,19,6.2,4.6,45.2,17.2,0,6.8,6,2.6,0,57.8,27.4,0.476,0.4,6.8,3.2,0.472,97.8,63.2,2,2,10.2,7,12.4,9.4,58.6,17.4,9.2,6.8,61,19,0.2,9,7.6,2.8,0.2,80.2,33.6,0.422,0.6,8.6,1.8,0.164,106.4,58,15,900,0,0,1,2,0,0,0,3,Orthodox,172.72,175.26,155,31
1521,Michael Chiesa,Dan Miragliotta,4/16/2016,"Tampa, Florida, USA",1,FALSE,Lightweight,3,0,2,0,5.375,4.125,3.625,2.75,43,14.375,6.125,3.625,45.375,14.75,0.125,2,1.875,2,0.125,52.75,20.75,0.39875,0.75,4.375,1.75,0.44125,82.75,44.5,2,2,7.125,5.5,4.125,3.5,35.875,14.75,2.125,1.75,31.75,12.125,0,3.25,2.375,0.75,0.25,42.125,20,0.445,0.625,1.75,0.5,0.1175,58.25,33.75,17,540.875,1,0,0,2,0,4,0,6,Southpaw,185.42,190.5,170,28
1522,Raquel Pennington,James Warring,4/16/2016,"Tampa, Florida, USA",1,FALSE,Women's Bantamweight,3,0,1,0,13.4,9.8,21.8,15.6,74,28.2,7.6,5.8,81,32.2,0,9,7.6,0.6,0,103.4,49.6,0.494,1,2.6,1.2,0.632,115.8,61.2,1,2,21.2,13.4,24.2,14.8,104,25.8,0.6,0.2,100.2,22,0,7.4,5.4,0.8,0,128.8,40.8,0.424,0.2,4.4,1.6,0.334,147.4,57,12,719.4,0,0,0,1,0,2,0,3,Orthodox,170.18,170.18,135,27
1523,Santiago Ponzinibbio,Herb Dean,4/16/2016,"Tampa, Florida, USA",1,FALSE,Welterweight,3,0,1,0,11.2,5,3,1.4,84.8,31,1.6,0.8,72.2,23.6,0.6,6,4.6,0,0,89.4,33.2,0.384,0,1.2,0.2,0.066,93.2,36.2,2,2,11.4,7.4,4.6,3,84.6,29.2,12.8,8.8,82.2,26.8,0.4,8.4,6.8,1.6,0.4,102,41,0.398,0,3.2,1.8,0.4,112.2,49.6,10,526.4,0,0,0,1,2,0,0,3,Orthodox,182.88,185.42,170,29
1524,Michael Graves,Dan Miragliotta,4/16/2016,"Tampa, Florida, USA",1,FALSE,Welterweight,3,0,1,0,6,3,13,7,22,12,10,8,35,22,0,4,2,4,1,45,27,0.6,0,10,7,0.7,72,53,1,0,18,12,4,3,40,16,13,9,35,13,0,4,3,0,0,57,28,0.49,1,0,0,0,79,50,3,900,0,0,0,1,0,0,0,1,,177.8,180.34,170,25
1525,Manvel Gamburyan,James Warring,4/16/2016,"Tampa, Florida, USA",-1,FALSE,Bantamweight,3,0,2,0,4.923076923,3.307692308,7.153846154,4.846153846,38.76923077,12.84615385,6.615384615,3,42.69230769,13.30769231,0.076923077,4.923076923,4.076923077,0.615384615,0.076923077,52.53846154,20.69230769,0.391538462,0.615384615,6.846153846,2.307692308,0.359230769,72.76923077,38.23076923,2,7,8.153846154,6.307692308,10.30769231,7.461538462,55.61538462,20.69230769,5,3.307692308,53.84615385,17.69230769,0.230769231,8.923076923,7.461538462,0.461538462,0.076923077,70.92307692,31.46153846,0.5,0.076923077,2.769230769,0.846153846,0.205384615,109.5384615,64.92307692,31,640,1,0,0,3,0,3,0,6,Orthodox,165.1,170.18,135,34
1526,Cezar Ferreira,Herb Dean,4/16/2016,"Tampa, Florida, USA",1,FALSE,Middleweight,3,2,0,0,10.14285714,4.857142857,1.285714286,0.857142857,37.85714286,12.85714286,1.714285714,1,28.85714286,8.571428571,0.285714286,1.857142857,1.285714286,1,0,40.85714286,14.71428571,0.387142857,0.142857143,1.571428571,0.857142857,0.225714286,52,23,3,3,2.285714286,1.857142857,3.571428571,1.571428571,27,10.85714286,2.571428571,2.285714286,27.57142857,10.28571429,0.571428571,3.285714286,2.571428571,0,0,33.14285714,14.71428571,0.427142857,0,1.285714286,0,0,41.85714286,22.42857143,13,466,1,0,1,2,0,1,0,4,Southpaw,185.42,198.12,185,31
1527,Omari Akhmedov,Dan Miragliotta,4/16/2016,"Tampa, Florida, USA",-1,FALSE,Welterweight,3,1,0,0,8.8,6,6,3.4,63,18.8,6.4,4.6,59.2,16.2,0.4,7.4,4.6,0.2,0,75.4,26.8,0.414,0.2,3,1.4,0.35,85.6,35.4,2,2,3.8,1.8,4,2.8,34.4,10.4,6,4.8,37.4,13.6,0.4,3.2,2.6,1.2,0,44.4,18,0.448,0.8,2.2,1.4,0.566,53.4,25.4,9,485,0,0,0,1,2,0,0,3,Orthodox,182.88,185.42,185,28
1528,Junior Dos Santos,Leon Roberts,4/10/2016,"Zagreb, Croatia",1,FALSE,Heavyweight,5,1,0,0,24.07142857,15.14285714,10.64285714,6.214285714,95.21428571,41.71428571,5.928571429,4.214285714,85.78571429,35.42857143,0.857142857,1.928571429,1.571428571,0.214285714,0,111.7857143,52.14285714,0.508571429,0.071428571,0.571428571,0.357142857,0.25,120.0714286,59,9,3,5.428571429,4.214285714,14.64285714,9.5,58,22.85714286,5.285714286,3.928571429,65.57142857,26.28571429,0.214285714,6.928571429,5.785714286,0.285714286,0,77.92857143,36.28571429,0.445,0.071428571,5.857142857,1.142857143,0.132857143,100.4285714,55.71428571,36,670.9285714,4,0,0,3,8,0,0,11,Orthodox,193.04,195.58,238,32
1529,Gabriel Gonzaga,Marc Goddard,4/10/2016,"Zagreb, Croatia",-1,FALSE,Heavyweight,3,0,1,0,2.80952381,1.952380952,2.952380952,1.952380952,20.85714286,7.428571429,6.80952381,4.333333333,23.9047619,8.714285714,0.333333333,3.904761905,3.047619048,1.476190476,0,30.61904762,13.71428571,0.54047619,0.523809524,2.714285714,1.095238095,0.41952381,39.38095238,21.80952381,4,9,2.142857143,1.476190476,5.666666667,3.952380952,30.04761905,8.666666667,6.238095238,4.238095238,38.0952381,14.04761905,0.238095238,1.714285714,1.333333333,0.142857143,0.047619048,41.95238095,16.85714286,0.414761905,0,0.761904762,0.19047619,0.061904762,47.76190476,22.14285714,36,379.3809524,1,0,0,1,7,4,0,12,Orthodox,187.96,193.04,242,36
1530,Curtis Blaydes,Kevin Sataki,4/10/2016,"Zagreb, Croatia",-1,FALSE,Heavyweight,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,Orthodox,193.04,203.2,265,25
1531,Marcin Tybura,Grant Waterman,4/10/2016,"Zagreb, Croatia",-1,FALSE,Heavyweight,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,Orthodox,190.5,198.12,249,30
1532,Jan Blachowicz,Leon Roberts,4/10/2016,"Zagreb, Croatia",1,FALSE,Light Heavyweight,3,2,0,0,11.33333333,7.666666667,6.333333333,4.666666667,47,18.33333333,3,2.666666667,42.33333333,15.66666667,0,2.666666667,2.333333333,0.333333333,0,56.33333333,25.66666667,0.506666667,0.333333333,1.333333333,0.333333333,0.333333333,67.66666667,35,1,2,12.33333333,7.666666667,9,6,47.33333333,17.66666667,24.33333333,19.33333333,61.33333333,29.66666667,0,7,5.666666667,2,0,80.66666667,43,0.463333333,0,2,1.333333333,0.333333333,124.3333333,79.66666667,7,639.3333333,0,0,0,0,1,0,0,1,Orthodox,187.96,198.12,205,33
1533,Cristina Stanciu,Kevin Sataki,4/10/2016,"Zagreb, Croatia",-1,FALSE,Women's Strawweight,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,Orthodox,160.02,162.56,115,22
1534,Zak Cummings,Marc Goddard,4/10/2016,"Zagreb, Croatia",1,FALSE,Welterweight,3,0,1,0,4.25,2.5,12.25,6.75,31,6,6.5,3.5,41,10.5,0.25,4.5,3.25,1.25,0.25,49.75,16.25,0.37,0.5,1.75,1.25,0.415,59.75,24.75,2,1,2.75,2.25,1.75,1.25,12.25,5.5,4.25,4.25,14.75,8,0,0.75,0.75,1.25,0.25,18.25,11,0.7,0.75,2.5,0.5,0.2775,27,19.75,7,447.5,0,0,0,1,1,1,0,3,Southpaw,182.88,190.5,185,31
1535,Alejandro Perez,Grant Waterman,4/10/2016,"Zagreb, Croatia",1,FALSE,Bantamweight,3,0,1,0,4.666666667,3,2.666666667,0.666666667,68.33333333,23,3,2,50.66666667,12.66666667,0,18.66666667,10,0.333333333,0,74,25.66666667,0.236666667,0.333333333,1,0.333333333,0.166666667,76.66666667,28.33333333,1,1,4.666666667,3.333333333,1,0.333333333,45,13.33333333,4.666666667,3.333333333,43.66666667,12.33333333,0.333333333,2.333333333,1.333333333,1,0.333333333,50.66666667,17,0.376666667,1,3.333333333,1.666666667,0.36,55.33333333,20.33333333,6,496.3333333,1,0,0,1,1,0,0,2,Orthodox,167.64,170.18,135,26
1536,Damir Hadzovic,,4/10/2016,"Zagreb, Croatia",-1,FALSE,Lightweight,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,Orthodox,175.26,177.8,155,29
1537,Damian Stasiak,Marc Goddard,4/10/2016,"Zagreb, Croatia",1,FALSE,Bantamweight,3,1,0,0,6,3,1,1,17,8,5,5,14,8,0,3,3,2,1,23,14,0.6,1,2,1,0.5,25,16,0,1,1,1,1,1,16,9,8,7,11,4,0,13,12,11,1,25,17,0.68,3,2,2,1,82,70,3,900,0,0,0,0,0,0,0,0,Orthodox,165.1,177.8,135,26
1538,Lucas Martins,Leon Roberts,4/10/2016,"Zagreb, Croatia",1,FALSE,Featherweight,3,2,0,0,4.5,3.5,4,1.833333333,62.66666667,21.66666667,1.166666667,1,58.66666667,17,0.5,4.666666667,4,0.166666667,0,67.83333333,24.5,0.368333333,0.333333333,0.166666667,0,0,71.83333333,28.5,3,3,14.66666667,7.166666667,12.5,6,66.83333333,22,11.5,7,72.5,24.66666667,0.5,3.666666667,3.166666667,0.333333333,0,90.83333333,35,0.428333333,0,4.333333333,1,0.158333333,118.5,57.83333333,13,466.5,0,0,0,0,2,1,0,3,Southpaw,182.88,182.88,145,27
1539,Cyril Asker,Grant Waterman,4/10/2016,"Zagreb, Croatia",-1,FALSE,Heavyweight,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,Orthodox,182.88,187.96,247,30
1540,Bojan Velickovic,Kevin Sataki,4/10/2016,"Zagreb, Croatia",1,FALSE,Middleweight,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,Southpaw,182.88,193.04,170,27
1541,Frank Mir,Marc Goddard,3/19/2016,"Brisbane, Queensland, Australia",-1,FALSE,Heavyweight,5,1,0,0,4.538461538,3.961538462,5.730769231,4.346153846,16.11538462,5.461538462,5.5,3.192307692,20.5,6.961538462,0.307692308,2.307692308,2.076923077,0.923076923,0.038461538,27.34615385,13,0.493846154,0.807692308,1.884615385,0.807692308,0.271153846,37.88461538,22.73076923,4,10,6.115384615,5.307692308,9.961538462,7.5,17.73076923,7.5,9.269230769,7.692307692,28.15384615,14.80769231,0.153846154,2.692307692,2.576923077,0.269230769,0.076923077,36.96153846,22.69230769,0.536538462,0.076923077,0.423076923,0.192307692,0.173076923,56.73076923,40.88461538,42,352.2692308,5,0,0,2,5,8,0,16,Southpaw,190.5,200.66,264,36
1542,Neil Magny,Steve Perceval,3/19/2016,"Brisbane, Queensland, Australia",1,FALSE,Welterweight,3,0,2,0,10.30769231,7.615384615,14.30769231,10.61538462,68.84615385,24.84615385,13.46153846,9,79.53846154,31.61538462,0.076923077,6.769230769,5.230769231,2.538461538,0.153846154,96.61538462,44.46153846,0.425384615,0.076923077,5.153846154,2.538461538,0.473076923,138.7692308,82.46153846,7,3,7.769230769,4.384615385,5.538461538,3,43.23076923,14.38461538,6.692307692,3.923076923,42.15384615,11.92307692,0.153846154,5.538461538,5,2.153846154,0.230769231,55.46153846,21.30769231,0.41,0.384615385,4.692307692,1.692307692,0.442307692,73.69230769,37,36,757.1538462,0,0,1,5,3,1,0,10,Orthodox,190.5,203.2,170,28
1543,Johnny Case,John Sharp,3/19/2016,"Brisbane, Queensland, Australia",-1,FALSE,Lightweight,3,0,4,0,14.25,9,6,4,87,28.75,20,13.75,89.25,30.25,0.5,9.5,7.25,3.25,0.75,113,46.5,0.38,0,3.25,2,0.3425,134.25,63.25,4,0,5.5,2.5,3,1.75,47.75,20.5,1,1,36.25,11.5,0,10,9.25,1.75,0.25,51.75,23.25,0.435,0.25,4,1.25,0.25,62.25,32.5,11,742,0,0,0,2,1,1,0,4,Orthodox,177.8,182.88,155,26
1544,Antonio Carlos Junior,Greg Kleynjans,3/19/2016,"Brisbane, Queensland, Australia",-1,FALSE,Middleweight,3,1,0,0,5.75,4.75,3.75,3.25,34.25,10.5,7.25,4.25,37.75,11.75,0,1.75,1.5,2.75,0,45.25,18,0.36,0.75,4,2.5,0.4575,60,31,1,2,4,2,0.5,0.25,24.75,7.25,21.75,16.25,37,18,0,6,3.75,1.5,0,47,23.75,0.3375,0,2.5,1,0.125,93.75,66,10,672,1,0,0,1,0,1,0,2,Orthodox,187.96,200.66,185,26
1545,Steve Bosse,Marc Goddard,3/19/2016,"Brisbane, Queensland, Australia",1,FALSE,Light Heavyweight,3,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,4,3,0,0,2,1,1,1,1,0,0,4,3,0.75,0,0,0,0,4,3,1,29,0,0,0,0,0,0,0,0,Orthodox,180.34,182.88,205,34
1546,Seohee Ham,Steve Perceval,3/19/2016,"Brisbane, Queensland, Australia",-1,FALSE,Women's Strawweight,3,0,1,0,28,15.5,20.5,9,122,55.5,0,0,92,32.5,0,22.5,16.5,0,0,142.5,64.5,0.46,0,2.5,0,0,152,73,1,1,32.5,17.5,35.5,24,182,65,7.5,4.5,150.5,46,0,42,30,1.5,0,225,93.5,0.41,0,2,1,0.25,250,113.5,6,900,0,0,0,1,0,0,0,1,Southpaw,157.48,157.48,115,29
1547,Alan Jouban,John Sharp,3/19/2016,"Brisbane, Queensland, Australia",1,FALSE,Welterweight,3,1,0,0,11.2,7.6,10.2,5.8,58.8,29,3.4,2,54,23.8,0.4,7.2,5.4,0,0,72.4,36.8,0.51,0,0.2,0.2,0.2,78.4,42.8,2,2,7.6,4,7.8,4.2,57,18.8,5,3,60.2,21,0.4,2,1,0.2,0,69.8,26,0.404,0.2,1,0.4,0.3,73.4,29,9,475.4,0,0,0,1,2,0,0,3,Southpaw,182.88,185.42,170,34
1548,Mark Eddiva,Greg Kleynjans,3/19/2016,"Brisbane, Queensland, Australia",-1,FALSE,Featherweight,3,2,0,0,11,8.666666667,14.33333333,11.33333333,76,27,8.333333333,6.666666667,62.33333333,16.33333333,0,25.33333333,20,0,0,98.66666667,45,0.456666667,0,5.333333333,1.333333333,0.133333333,135.3333333,78,1,2,12.66666667,8.666666667,15.66666667,9,68.66666667,28,2.666666667,2.333333333,70.66666667,27.33333333,0,3.666666667,3.333333333,1.333333333,0,87,39.33333333,0.426666667,0.666666667,7.333333333,2.666666667,0.213333333,110,58.33333333,8,797.3333333,0,0,0,1,0,0,0,1,Orthodox,172.72,172.72,145,30
1549,Rin Nakai,John Sharp,3/19/2016,"Brisbane, Queensland, Australia",-1,FALSE,Women's Bantamweight,3,1,0,0,16,6,21,9,24,7,2,0,28,7,0,3,3,2,0,47,16,0.34,0,19,3,0.15,86,52,0,1,24,18,33,25,79,28,4,2,87,33,0,5,4,0,0,116,55,0.47,0,4,1,0.25,150,88,3,900,0,0,0,0,0,0,0,0,Orthodox,154.94,152.4,135,29
1550,Viscardi Andrade,Marc Goddard,3/19/2016,"Brisbane, Queensland, Australia",1,FALSE,Welterweight,3,0,1,0,16,10.66666667,11.66666667,8.666666667,69,24.33333333,9.333333333,5,66.66666667,21.33333333,0.666666667,7.333333333,6,0.333333333,0,90,38,0.473333333,0,1.333333333,0.333333333,0.166666667,106.6666667,53.33333333,1,1,7,3.333333333,7.666666667,4,61,20,5.333333333,3.666666667,63.33333333,21.33333333,0,3.666666667,3,0.333333333,0,74,27.66666667,0.266666667,0,2,0.666666667,0.133333333,88,39,7,632,0,0,0,1,1,0,0,2,Orthodox,180.34,190.5,170,32
1551,Chad Laprise,Steve Perceval,3/19/2016,"Brisbane, Queensland, Australia",-1,FALSE,Lightweight,3,1,0,0,14.75,11,7.25,4.25,104,45,0.25,0.25,83.75,25.75,0,13,12.75,1.25,0,111.5,49.5,0.4425,0,2,1,0.1425,117.5,54.75,3,1,15.5,10,10,8.25,96.5,32.25,5.5,2.75,82,21.75,0.25,14.5,11.5,0.5,0.5,112,43.25,0.3725,0,3.25,0.75,0.1375,117,47,10,715.75,1,0,1,2,0,0,0,3,Orthodox,177.8,180.34,170,29
1552,Damien Brown,Greg Kleynjans,3/19/2016,"Brisbane, Queensland, Australia",-1,FALSE,Lightweight,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,Orthodox,177.8,172.72,155,31
1553,Nate Diaz,Herb Dean,3/5/2016,"Las Vegas, Nevada, USA",1,FALSE,Welterweight,5,0,1,0,10.38095238,6.619047619,12.57142857,9.047619048,93.19047619,34.9047619,3.047619048,2.095238095,92.9047619,34.95238095,0.142857143,5.523809524,4.476190476,0.666666667,0.285714286,108.8095238,46.04761905,0.42,1.095238095,2.714285714,0.714285714,0.308571429,141.6666667,75.47619048,5,8,11.38095238,7,10.95238095,6.80952381,59.28571429,20.71428571,16.28571429,9.857142857,62.71428571,20.19047619,0.19047619,12.42857143,10.19047619,1.238095238,0.238095238,86.52380952,37.38095238,0.416666667,0.428571429,4.142857143,2.333333333,0.507619048,101.6190476,51.19047619,50,657.8571429,2,0,1,2,2,8,0,13,Southpaw,182.88,193.04,170,30
1554,Miesha Tate,John McCarthy,3/5/2016,"Las Vegas, Nevada, USA",1,TRUE,Women's Bantamweight,5,0,4,0,10.83333333,7.833333333,11.16666667,7.166666667,53.33333333,19.5,10,8.333333333,60.33333333,24.33333333,0.166666667,3.333333333,2.833333333,2.5,0.333333333,74.5,35,0.468333333,1.5,4.166666667,1.166666667,0.231666667,111.8333333,68.5,4,2,8.5,5.5,13.16666667,9.333333333,49.66666667,17.33333333,9.5,6.5,55.33333333,20.16666667,0.166666667,8.5,7.5,2.333333333,0.333333333,72.33333333,33.16666667,0.505,0.666666667,6.166666667,2.666666667,0.518333333,124.6666667,82.16666667,18,838.8333333,1,1,0,3,0,0,0,4,Orthodox,167.64,165.1,135,29
1555,Ilir Latifi,Yves Lavigne,3/5/2016,"Las Vegas, Nevada, USA",1,FALSE,Light Heavyweight,3,0,2,0,1.333333333,0.833333333,0.166666667,0,25.16666667,6.666666667,1.5,0.833333333,23.16666667,4.666666667,0.333333333,2.333333333,2,0.166666667,0,26.83333333,7.5,0.405,0.333333333,0.833333333,0.5,0.388333333,28.16666667,8.166666667,2,2,3.333333333,1.333333333,0.166666667,0.166666667,28.66666667,14.66666667,1.666666667,1.333333333,24.5,12.33333333,0,2.666666667,2.5,0,0,30.5,16.16666667,0.351666667,0,0,0,0,30.83333333,16.5,8,235.5,0,0,0,0,3,1,0,4,Orthodox,177.8,185.42,205,32
1556,Tom Lawlor,John McCarthy,3/5/2016,"Las Vegas, Nevada, USA",-1,FALSE,Light Heavyweight,3,0,2,0,1.8,1.6,10.1,6.7,30.9,9.9,6.6,4.7,44,17.9,0.3,1.8,1.8,0.6,0,47.6,21.3,0.407,0.9,4.9,1.5,0.16,68.3,40.3,2,4,7.5,4.6,9.7,5.7,31.2,10.4,3.3,1.9,34,11.5,0,2.7,1.9,0.9,0.1,44.2,18,0.369,0.3,1.5,0.7,0.333,63.2,36.2,21,495.4,0,0,0,2,2,2,0,6,Southpaw,182.88,187.96,205,32
